char_len,word_count,type_count,ttr,content_ratio,avg_word_len,clause_count,question_type,has_comparative,has_negation,has_temporal,has_numeric,has_aggregation,has_question_mark,flesch_reading_ease,gunning_fog,flesch_kincaid_grade,smog_index,dep_tree_depth,has_passive,ne_count,ne_density,pos_NOUN,pos_VERB,pos_ADJ,pos_ADV,pos_PROPN,pos_NUM,pos_ADP,pos_DET,pos_PRON,pos_CCONJ,pos_SCONJ,pos_PUNCT,pct_VBZ_VBP,pct_VBD,pct_VBN,ne_ORG,ne_PERSON,ne_GPE,ne_DATE,ne_MONEY,ne_PERCENT,ne_LAW,ne_NORP,ne_PRODUCT,ne_EVENT,ne_TIME,ne_CARDINAL,nlq,Domain
1341,243,129,0.5309,0.6173,4.148,9,Other,1,1,1,1,0,0,,,,,9,1,17,0.0586,12.07,13.79,6.21,4.83,4.48,4.48,8.97,6.55,13.79,4.83,1.03,10.69,4.83,4.83,1.72,3,2,0,5,0,0,0,0,1,0,0,5,"I upgraded my broadband from FTTC 40/10 to the new full fibre. I did it on my phone and didn't scroll across far enough so I missed the 1.6 Gbps so I upgraded to the 900 Mbps tier.

After realising my mistake, I called EE, and I was told there are 2 options, 1) cancel the upgrade, re-order it for 1.6Gbps but risk a delayed install date due it being a new order, or 2) wait until 900 is installed, then simply upgrade it the next day.

So I got it installed on Monday this week, and now when I go to upgrade, there is no 1.6 Gbps available ???

I called EE and was told something along the lines of""it is only available to new customers, not for upgrading customers, but we are planning on rolling this out sometime in summer"". Is this true ?

Openreach checker says 1.6 Gbps available, EE website and BT website show the 1.6 Gbps package available for my address, but I am unable to upgrade due to being on the 900 with EE. What's the deal with this!!

I am beyond upset, I raised a complaint about the adviser who told me that I could simply upgrade the day after which was incorrect, but that isn't going to achieve anything.

The guide today said I could potentially cancel my 900 package and then order 1.6 Gbps package but that seems risky to me and I would likely end up with no internet and more anxiety.

Any advice welcome. Thanks",TelcoQA
251,44,33,0.75,0.75,4.477,1,Other,0,0,1,1,0,1,,,,,5,0,4,0.08,14.0,12.0,10.0,4.0,10.0,4.0,10.0,2.0,14.0,0.0,4.0,8.0,4.0,0.0,2.0,2,0,0,0,0,0,1,0,0,0,0,1,"With my current BT Broadband deal expiring soon, I am upgrading to BT Full Fibre 500 with Halo 3. I am currently receiving discounts on my EE mobile costs due to my current deal … can anyone confirm that these will continue with the new upgraded deal?",TelcoQA
44,8,8,1.0,0.75,4.5,1,Where,0,0,0,0,0,1,,,,,3,0,0,0.0,33.33,11.11,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,11.11,11.11,11.11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Where do I find my broadband account number?,TelcoQA
157,28,24,0.8571,0.7143,4.357,0,Other,0,0,0,1,0,0,,,,,7,1,1,0.0303,24.24,12.12,3.03,3.03,0.0,3.03,9.09,6.06,12.12,0.0,3.03,9.09,3.03,3.03,6.06,0,0,0,0,1,0,0,0,0,0,0,0,I was told I’d get up to £300 compensation from EE towards the leaving fee charged by my previous broadband provider. How do I get this compensation? Thanks!,TelcoQA
1001,210,130,0.619,0.5381,3.619,8,Other,0,1,1,1,0,1,,,,,7,1,9,0.0393,20.09,9.61,5.68,3.93,4.37,1.31,10.48,10.04,10.04,6.55,1.75,6.99,5.68,3.49,3.49,1,1,0,3,0,0,0,0,0,0,0,2,"I have no internet or landline due to a possible router power issue and or wiring issue to the house. This is the 3rd time in a year it’s happened and last time I was sent an EE Mini-hub 3958-2.4GHz which wasn’t needed but I was told to keep just in case it happens again. The two last times were self righted in 24hrs as if by by magic.

This time the router is tosh! So I grabbed the mini hub out of its new box and charged it up as directed. But when I turned it on it has a red light on the signal indicator blue on the wi-fi and Battery indicator but only darkness on the SMS.

Does this device need to be switched on by EE HQ or is there some trick to getting WiFi from this hub?

The tv and phone thinks it’s a pukka wi-fi after putting in the passwords ect. but nothing at all works.

I’m a Three3 mobile customer and there cell coverage has been completely out today. Just my luck. BT and EE like Three3 and vodaphone are not as cool as they should be. Damn my luck!

Any ideas what I can do?",TelcoQA
174,34,31,0.9118,0.6471,4.059,1,Other,0,0,0,0,0,0,,,,,4,0,1,0.0256,12.82,17.95,0.0,2.56,2.56,0.0,7.69,10.26,20.51,2.56,7.69,7.69,10.26,5.13,2.56,0,1,0,0,0,0,0,0,0,0,0,0,We've had a replacement router. Foes anyone know how I change all the WiFi on our devices through the app? I did it initially when we set up but can't remember how. Thank you,TelcoQA
169,33,31,0.9394,0.697,3.97,2,Other,0,0,0,0,0,0,,,,,5,1,1,0.0278,27.78,16.67,2.78,2.78,2.78,0.0,8.33,5.56,5.56,0.0,2.78,8.33,5.56,0.0,2.78,1,0,0,0,0,0,0,0,0,0,0,0,"Hi, I’m looking for information to confirm, lots of conflicting details!!Can the EE hub be used purely as a modem / bridge mode as wish to use my own ASUS router? Thanks",TelcoQA
202,33,31,0.9394,0.7576,5.0,1,Can_Could,0,0,0,0,0,0,,,,,5,0,1,0.027,24.32,16.22,0.0,2.7,8.11,0.0,5.41,0.0,13.51,5.41,2.7,10.81,8.11,0.0,5.41,1,0,0,0,0,0,0,0,0,0,0,0,"Can anyone confirm if NHS pensioners can avail of EE Perk?  I have tried uploading pension statement and BLC card but i get message back ""Unfortunatly your document has failed our verification process"".",TelcoQA
693,134,89,0.6642,0.6493,3.955,2,Other,0,1,0,1,1,0,,,,,7,1,12,0.0759,16.46,13.92,3.8,6.33,3.16,5.06,6.33,8.23,13.29,3.8,1.27,5.7,11.39,0.0,5.06,3,1,0,1,0,0,0,1,0,0,0,6,"Hi. So ive had the 900 for about 3 months ive got the router in the living room and the xbox console on floor 3. I have a booster next to the xbox with a ethernet cable connected. I've never had one issue bet recently ive been experiencing connection drop outs in online games. And i mean my ping is normally 16to26 max not it drops to 250 plus. When I test the connection ive noticed one time I go in it says running ipv4 only. Then it's ipv 4 and ipv6 together the NAT could be either open or moderate,  I make sure it's open to start then when I have the issue it's changed itself to moderate. I've tried quite a lot of things but I can't seem to sort the issue can anybody help plz. Thanks",TelcoQA
1245,224,132,0.5893,0.6339,4.308,4,Other,1,1,0,1,0,0,,,,,6,0,5,0.0188,15.41,13.53,6.02,4.51,3.01,0.38,9.02,8.27,11.28,3.76,1.13,10.53,7.52,1.5,2.63,1,0,0,1,0,0,0,0,2,0,0,1,"Hi - can someone from EE technical support please help me with this.

I can't be the only customer experiencing this problem. Anyone else out there having the same problem?

""Safe search"" blocks all the porn sites & probably lots more dodgy stuff that I don't know about. I have children and don't want them accessing these sites (or their friends when they are here).

I have spoken to 2 different EE customer service people over the phone for a prolonged period. Neither of them were able to help & have supposedly escalated to a higher level. This was several weeks ago however & I have had nothing back from EE

The only way to turn on safe search is via the App.  The web based user account page does not have this ability.

I have uninstalled & reinstalled the app. I have reset the router. I have tried everything I can think of..

When I try & turn on ""safe search"" it doesn't turn on. I have an Android phone & everything else works on the App. See screenshot with message at bottom saying ""safe search didn't turn on"".

EE - you have a duty of care to provide a safe space at home for families. Please can you contact me & help. If anyone else is having this problem please post on this conversation & maybe EE will come up with a fix.",TelcoQA
197,34,29,0.8529,0.7353,4.529,0,Other,0,1,1,1,0,0,,,,,6,0,3,0.0769,17.95,20.51,5.13,2.56,10.26,2.56,5.13,10.26,2.56,10.26,0.0,10.26,5.13,5.13,2.56,0,1,0,0,0,0,0,0,0,0,0,1,"EE Smarthub 3 and latest iOS.

Start the process to set up WiFi controls but never gets past the first step (see photo).

deleted and reinstalled the app

reset and restarted the hub

nothing works",TelcoQA
374,72,51,0.7083,0.6528,4.056,5,Other,0,1,0,0,0,1,,,,,6,1,2,0.025,17.5,17.5,5.0,6.25,3.75,0.0,2.5,5.0,13.75,2.5,6.25,10.0,8.75,0.0,1.25,1,0,0,0,0,0,0,0,1,0,0,0,"No matter whether I try to connect manually or scan the QR code, my EE App refuses to link with router.  Always get the message that my router and mobile phone must be connected to the same wifi net work. THEY ARE!!!

I urgently need to change my wifi password as I have an unwanted user who has my password.

How can I change my password if App refuses to recognise router?",TelcoQA
111,20,17,0.85,0.7,4.55,2,Other,0,0,1,0,0,0,,,,,6,0,0,0.0,14.29,19.05,4.76,0.0,0.0,0.0,0.0,14.29,19.05,0.0,4.76,4.76,4.76,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,"Hello, Can anyone supply an email address that I can email all the poor service I am experiencing since joining",TelcoQA
777,145,107,0.7379,0.5931,4.159,8,Other,0,1,1,1,0,0,,,,,10,1,5,0.0292,12.28,14.04,4.68,4.68,0.58,1.17,7.6,7.02,14.04,2.34,2.92,12.87,6.43,3.51,4.09,1,0,0,4,0,0,0,0,0,0,0,0,"Hi,

My broadband contract ran out this month and I've been charged out of contract prices for June (it would have been nice had EE sent me an email warning me before it happened instead of after). In any case, I'm trying to get it sorted out - I want a 12-month contract which is closest to that which I was on before (with no extras or landline services). I get through the numerous steps and press continue....only to be greeted by an error message upon reaching the next page. It's the same one each time: ""Sorry, something went wrong on our end. We’re working to fix this. Please try again later.""

Does anyone know when this will be fixed and/or how I can circumvent this? I do want to be overcharged for a second month because the website doesn't work properly.

Thanks.",TelcoQA
1097,213,117,0.5493,0.5869,3.845,7,Other,0,1,0,1,0,0,,,,,8,1,23,0.0906,16.14,8.66,2.76,1.57,14.57,1.57,10.24,8.27,9.84,1.97,0.79,11.81,6.3,0.39,2.76,12,1,3,1,0,0,0,0,2,0,0,2,"Hello to all. This is my 1st contact with the community.

I have to start with a rant: I have been ""migrated"" to EE from BT. I had a fully functioning Broad band system with BT for 10 years with 3 levels of BT Router . With EE I do not!

My PC does not 'see' the EE router as an available network. It 'sees' two of my neighbour's BT routers and their Sky boxes plus my weather station as an AP (Access Point). The laptop in the furthest corner of the house 'sees' the EE router as does my Playstation, my ROKU box and my weather station. The PC has not been moved and the EE Router is in the same location as the BT Router.

My PC is connecting to an EE Hotspot which is possibly hundreds of metres away.  The Wi-Fi extender (my last hope according to EE's IT group, by connecting to that by an Ethernet Cable) that should have been delivered with the Router will now take up to14 days to arrive.

Can anyone suggest why I am unable to connect my PC to the EE router? I am running Windows 8.1 and my Wi-Fi Adapter is an ASUS PCE-N15 11n Wireless LAN PCI-E Card. Any help would be appreciated.

Ken",TelcoQA
186,29,27,0.931,0.7931,4.621,2,When,0,0,0,1,0,1,,,,,5,0,1,0.027,18.92,18.92,2.7,0.0,10.81,5.41,2.7,5.41,8.11,0.0,5.41,16.22,5.41,2.7,0.0,0,0,0,0,0,0,0,0,1,0,0,0,"When I try to access EE Hub Manager using address 192.168.1.254, I keep getting error message that something went wrong, with error code CHOP3-800. See the screenshot. Any advice please?",TelcoQA
828,160,93,0.5813,0.55,3.931,8,Other,1,1,1,1,0,1,,,,,6,1,14,0.0737,12.11,12.63,4.74,4.74,6.84,1.05,9.47,7.37,8.42,1.58,3.68,12.11,7.37,0.53,3.16,7,1,1,1,1,0,0,0,0,0,0,3,"Hello, I'm new to this forum and am looking for advice for a friend.

He is currently with BT, with about 3 months to run on the contract. I believe that he is currently paying for add ons that are not required. Full Fibre has just become available. He currently has a FTTC SoGEA connection plus a Digital phone.

I believe that signing up for a new Full Fibre service from EE would save him money as it casts off the unwanted add ons.  I read that EE will refund up to £300 to compensate for Early Termination Charges. So the questions:

1. Would the ETC compensation be payable on a move to EE? If so, how is it claimed?

2. Can the current Digital Phone number be ported to EE.

3. If he decides to make the move, can it be done on-line or is it best to ring in? If on-line, is there a clearly defined way to recover the ETC?",TelcoQA
87,20,18,0.9,0.65,3.4,0,Other,0,0,0,0,0,0,,,,,4,0,0,0.0,5.0,20.0,5.0,5.0,5.0,0.0,5.0,5.0,15.0,0.0,5.0,0.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Hi I’d like to call ee to discuss the breadboard deals with them why can’t we just call,TelcoQA
245,49,43,0.8776,0.6735,3.857,1,Other,0,0,0,0,0,0,,,,,7,0,0,0.0,15.79,15.79,3.51,0.0,1.75,0.0,5.26,8.77,15.79,5.26,3.51,10.53,8.77,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,"I’d like to know what rat you have running on wheels in the back of your factories, because why does the broadband die EVERY SINGLE NIGHT?! It’s taking the **bleep** and you’re going to either help me fix it or I’ll get another service provider.",TelcoQA
1537,289,164,0.5675,0.6436,3.924,6,Other,1,0,1,1,1,0,,,,,10,0,16,0.0466,13.7,9.33,7.0,5.54,7.0,5.25,10.2,6.41,9.62,4.66,1.17,9.62,7.87,0.87,0.58,4,2,1,3,1,0,0,0,0,0,0,5,"HiyaI can now get full fibre to my home and want to order one of EE's FTTP packages. We're currently running the whole house off a EE 5G Home 'Broadband' router - quite successfully as it happens - but it tops out at around 150Mbps. Fast enough for most things, but obviously a bit brittle being a cellular service.So, time to just to FTTP.I'd really like the WiFi 7 feature of the Pro hub & Pro Wifi Extenders (I have Wifi 7 devices plus the 2.5G ports are useful etc) - and we suffer int he upper rooms from poor wifi - so a Pro Hub and couple of Pro Wifi extenders would be perfect I think.But, you have to shell out for the 16.Gbps service at £65+ pounds month over the 2 years.The 900Mbps service is more than fast enough in raw speed terms for me, and at £39/month much bette value - but you don;t get the Pro hubs - -only the plus hubs.I notice they are available to buy new in box on eBay and googling suggests they will swap out fine.

Is there anything I'm missing if I do this? I notice some config has now moved from the web interface to the EE app for example - will that recognise this as a legit device?If you ignore the speed benefits of 1600 over 900 Mbps, the difference I'd be paying over the 2 years to 'rent' the pro  hub & extender is 5x more than I could buy privately for - and whilst nice, I don't really need 1600 and 900 is 4x what I'm getting now.@JimM11- you have been very helpful in the past to my questions - hope you don;t mind me calling you out - but wondered if you knew? Many, many thanks in advance.",TelcoQA
1439,246,143,0.5813,0.626,4.659,8,Other,1,1,1,1,0,0,,,,,10,1,10,0.0353,18.37,12.72,8.48,3.89,1.06,2.47,9.54,10.25,9.89,3.18,1.06,10.25,2.47,4.59,4.95,2,0,0,4,3,0,0,0,0,0,0,1,"Dear EE Customer Service,

I am writing to formally raise a complaint regarding the recent renewal of my home broadband contract, and the unexpected early termination fee that has since been applied.

During a recent visit to one of your branches to resolve a SIM card issue, I enquired about the remaining duration of my home internet contract. The representative who assisted me accessed my account and offered me what seemed like a better deal: £4 off my monthly bill, a newer modem, and the first three months free, in exchange for signing a new 24-month contract. Based on the information given, I agreed to the offer.

However, at no point was I informed that accepting this offer would result in the early termination of my existing contract and a penalty charge of £117. I only discovered this after receiving my final bill for the previous contract, which I was shocked and disappointed to see included such a charge.

Had I been made aware of this fee, I would not have accepted the new terms. I remained with EE and merely agreed to a renewal—not a provider switch—so being charged an early termination fee feels highly misleading and unfair. The lack of clear communication from your staff is unacceptable, and the so-called “3 months free” now appears to be misleading, as I am effectively paying for it through this penalty.

I request that the early termination fee of £117 be waived immediately and removed from my account.",TelcoQA
120,21,21,1.0,0.8095,4.524,1,Other,0,0,1,0,0,0,,,,,5,1,2,0.0833,20.83,20.83,0.0,12.5,4.17,0.0,4.17,4.17,8.33,0.0,0.0,8.33,4.17,0.0,8.33,0,1,0,1,0,0,0,0,0,0,0,0,"even after phoning a month ago to cancel my broadband I am still being charged

[Mod edit - added missing subject title]",TelcoQA
450,80,59,0.7375,0.6875,4.412,4,Other,0,1,1,1,0,0,,,,,7,0,7,0.0778,18.89,11.11,7.78,1.11,2.22,3.33,10.0,11.11,11.11,2.22,3.33,8.89,7.78,0.0,0.0,2,0,0,4,0,0,0,0,0,0,0,1,"Hi everyone,

I am 1 year into a 2 years EE broadband contract and I am in the process of purchasing a new house (bringing over the EE contract).

When I leave my current place, I will need to move into a temporary accomodation for a month or two while I complete the purchase.

Is it possible to suspend the broadband contract for that time without incurring in early termination fees? Even if it means  paying the unused months?

Thank you

Adriana",TelcoQA
855,159,100,0.6289,0.5472,4.05,5,Other,0,1,0,1,0,0,,,,,6,1,15,0.0806,15.59,12.37,5.38,1.61,9.14,3.76,7.53,9.14,8.06,4.84,1.08,11.29,2.69,5.91,0.54,2,0,2,8,0,0,0,0,0,0,0,3,"All started on March 5 when BT connected us to the fibre network.  (A two months exercise, but that is a different story)

The internet was perfect and quick but over the next few days we were to find that we could not receive any phone calls.  Nice and quiet and no scams.  The rest of March and April  passed with no solution. O2 mobile was a lifeline.

New knee fitted early May.  Ultimatum to BT on the 22 may.

23 May EE phone, we will sort it out. 28 May all the new EE bits arrive with instructions.  Internet works, working on phone should be working by Saturday 7.

Thursday 5 June the phone rings.

Who  do I have to thank but the EE contact Mahir. He always told us what was going to happen and rand the mobile to check it had.  A level of service that deserves to be recognised.

Oh and we switched to EE mobile from O2 , also works perfectly.",TelcoQA
782,150,86,0.5733,0.56,3.867,7,Other,0,0,0,1,0,0,,,,,7,1,9,0.052,9.83,13.87,2.31,1.73,6.94,1.16,11.56,5.78,14.45,4.62,3.47,8.67,4.62,6.94,4.05,3,0,1,3,1,0,0,0,0,0,0,0,"I spoke to someone on the 10th of May 2025 and was informed we didn't have Full Fibre so it would have to be installed.  I was given the 19th of May as a start date and told I would receive £6.24 per day  compensation, as EE are part of the Ofcom Automatic Compensation Scheme and it would come off as credit to my account.    I rang again on the 29th of May (I think) to be updated and I mentioned the compensation.  He was very hesitant and didn't answer.   This was a different person I spoke to .  I don't know how to proceed and although the first chap, a ''Digital Champion at Plymouth'  gave me his email address and I have tried to contact him, he hasn't replied.   As and when I do speak to someone else, I am expecting a list of excuses as to why I am entitled to nothing.",TelcoQA
547,113,65,0.5752,0.6195,3.558,4,Other,1,0,0,1,0,0,,,,,8,0,11,0.0846,16.92,10.0,2.31,4.62,7.69,1.54,12.31,9.23,10.77,0.77,1.54,11.54,6.92,0.77,0.0,3,1,4,1,0,0,0,0,0,0,0,2,"Hi, I am currently a BT customer , and I now want to upgrade to EE for my broadband , TV ect. However the deal on the EE website, is better than the one that BT is offering , for instance I don’t want the equivalent to BT halo. Can I then just put an order in through EE’s website? For the deal I want? Also I have a year on my contract with BT. As the same company, I would like to confirm that I won’t have any penalty charges for doing this . Thanks

109. 00 for the BT to EE upgrade, 79.00 if I do the upgrade I want through EE’s site

Richard",TelcoQA
317,51,43,0.8431,0.5882,5.196,1,Do_Does_Did,1,1,1,0,1,0,,,,,9,0,1,0.0189,33.96,13.21,5.66,3.77,0.0,0.0,11.32,13.21,3.77,3.77,1.89,3.77,5.66,0.0,5.66,0,0,0,1,0,0,0,0,0,0,0,0,Does anyone actually have a number to contact customer service manage after escalated complaint no response and continued frustration I need to speak to a customer service manager or at least have an email address for complaints department. The service of this company has drastically reduced over the last few years.,TelcoQA
351,68,49,0.7206,0.6176,4.103,1,Other,0,1,0,0,0,1,,,,,6,1,1,0.0137,24.66,16.44,2.74,1.37,2.74,0.0,8.22,12.33,9.59,1.37,0.0,6.85,6.85,4.11,2.74,0,0,0,1,0,0,0,0,0,0,0,0,"Hi,

I took out an EE broadband contract over the phone today in my online account the order is not showing. The only email I received is to sign the contract which was done over the phone.I have a reference number starting with AGT but it doesn’t work in the order tracker. Do I have to call customer service again to get the confirmation email sent?",TelcoQA
71,13,13,1.0,0.6923,4.538,0,Other,0,0,0,0,0,0,,,,,5,0,0,0.0,23.08,23.08,7.69,7.69,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,7.69,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Getting texts saying broadband bill is ready but can’t find it anywhere,TelcoQA
617,106,85,0.8019,0.6509,4.5,2,Other,0,1,1,1,0,0,,,,,6,1,7,0.0543,17.83,15.5,3.88,4.65,3.88,2.33,8.53,10.08,7.75,0.78,1.55,13.95,3.88,1.55,2.33,1,2,0,2,0,0,0,0,0,0,0,2,"My name is Norman. We were switched from Plusnet to EE last week. Until then, anybody answering the landline could get somebody else to pick up another of the handsets and join the conversation. Now, only one handset will work at a time. Calling 150 gets a 'number unobtainable' tone, even though the call is being made from an EE landline digital phone. The same goes for the 0330 number listed. So there is no way of getting EE to contact me to explain/correct the situation. If EE monitor this Community chat, please get in touch with me.

[Mod edit: protecting your privacy, we removed all sensitive information.]",TelcoQA
640,117,73,0.6239,0.6239,4.06,2,Other,0,0,0,1,0,0,,,,,8,1,4,0.0303,12.88,17.42,1.52,5.3,3.79,3.03,9.85,6.82,16.67,1.52,1.52,7.58,9.85,2.27,4.55,1,1,0,2,0,0,0,0,0,0,0,0,"I cancelled EE broadband in the 14 day cooling off period. I have sent the equipment back. I have proof of posting and there's tracking on the Royal Mail website to say it has been delivered to the destination postcode, which is Yorkshire XX101BT. I posted this on the 09/05/2025 EE received it back on the 13/05/2025. I am now getting constant texts telling me I haven't returned the equipment and to avoid charge send it back by 30/06/2025.

What can I do please, you get cut off on the phone. I am so annoyed at myself for even considering EE broadband now if this is how they perform. I have sent the modem BACK I have proof of posting!",TelcoQA
276,59,46,0.7797,0.7458,3.593,2,Other,0,0,0,1,0,0,,,,,7,0,4,0.0645,9.68,19.35,3.23,0.0,6.45,3.23,6.45,3.23,25.81,3.23,3.23,1.61,3.23,6.45,1.61,1,0,1,1,0,0,0,0,0,0,0,1,"Hi

how do you get through to these idiots I left Sky broadband as EE said they would pay my last Sky Bill and I wouldn’t need to do anything 3 months down the line and they haven’t paid it. Asking me to send them my final bill which I done 6 times I ended up paying it myself",TelcoQA
1117,211,122,0.5782,0.6161,4.142,6,Other,1,1,1,1,0,0,,,,,7,1,5,0.0217,21.3,13.91,3.91,3.48,2.17,0.43,9.13,11.3,12.61,1.3,2.61,7.39,1.3,8.26,3.04,0,2,0,1,1,0,0,0,0,0,0,0,"Hi everyone

I had cable broadband installed into my home on Wednesday 11th June 25. The engineer did not do a great job. He drilled the access hole for the cable through my exterior wall only to realise that he had drilled directly into another wall ! He then had to drill a second access hole in another place, Both times from the inside of the house to the outside. When I looked at the result outside after he had left i relised he had broken off a chunk of the exterion brickwork. Not good workmanship. He then asked if i new of somewhere he could buy some sealant to fill the holes he created. I told him where. After the installation he said he would return to seal the holes. He has never returned !

I contacted EE customer support only to be given a number to ring Openreach. These are EE contractors responsible for the installation. They and EE told me to submit a legal claim form for damage to my property. All i wanted was for the holes to be sealed.

In the end I bought a tube of silicone water resistant sealer for £4.20p and did the job myself.

In summary EE and Openreach need to do a better job.",TelcoQA
176,29,26,0.8966,0.6897,4.276,0,Other,0,0,0,1,0,0,,,,,4,0,1,0.0286,20.0,11.43,2.86,8.57,8.57,5.71,5.71,8.57,8.57,2.86,0.0,14.29,2.86,8.57,0.0,0,0,0,0,0,0,0,0,0,0,1,0,"I just installed a new SH4-1 and started the firmware update via the EE app... three hours later it is still thinking about it.

Version installed showsr2.64.6-R-1303886-PROD-1",TelcoQA
593,112,80,0.7143,0.7411,4.089,3,Other,1,0,1,1,1,0,,,,,5,0,2,0.0153,12.98,18.32,3.82,6.87,2.29,0.76,6.87,3.82,18.32,3.05,1.53,7.63,4.58,6.87,3.82,0,0,0,2,0,0,0,0,0,0,0,0,"So i had a sales man at my door to change me over from another company.. I initially agreed but then changed my mind..

I've told my current supplier I want to stay and they gave me a better offer for cheaper too.

However I've tried to cancel open reach (I thought I had)

But I've had my ee broadband router turn up today.. I can't ring to cancel as I've got speach issues..

Will me contacting my current supplier just re entering my contract with them (as technically I hadn't left yet it was well within the 14 days..mean ee wont try to install & that sending their router was a mistake..",TelcoQA
1765,303,172,0.5677,0.6667,4.67,13,Other,1,1,1,0,0,0,,,,,10,1,5,0.0143,18.0,14.0,4.57,3.43,7.71,0.0,8.29,8.29,10.86,3.14,2.57,10.0,6.86,0.0,2.86,3,1,1,0,0,0,0,0,0,0,0,0,"Ive had this e mail come through.. not sure if it's legit

We're the consumer trial team for EE, BT and PlusNet, we run trials with real customers just like yourself.

We’re due to begin a new trial aimed at improving our customers' home Wi-Fi experience.

As a valued customer, we’d like to invite you to take part in this trial. Register your interest by using the opportunity link at the bottom of this email. You’ll need to create a new user id on our trial system and then complete the expression of interest survey.

Real customer feedback is the best way to understand if our new enhancements give greater stability and reliability for your home Wi-Fi connection.

What's The Trial For?

Here's a sneak peek of what you'll be helping us with:

Enhancements to existing equipment

New software and features

Use your service as you always do and assess if you feel any Wi-Fi improvements.

If you experience any problems whilst on the trial, report them to us using the trial database and our specialist agents will work hard to make sure it's resolved as quickly as possible.

What's In It For You?

Excited About Helping us Shape the Future?Click the Opportunity link at the bottom of this email. After registering on our trial system, you'll need to accept the Terms and Conditions and complete the Expression of Interest survey.

Hurry, spaces are limited.

Capability Readiness Team

This email contains BT information, which may be privileged or confidential. It's meant only for the individual(s) or entity named above. If you're not the intended recipient, note that disclosing, copying, distributing or using this information is prohibited. If you've received this email in error, please let me know immediately on the email address above. Thank you.",TelcoQA
328,62,47,0.7581,0.5161,4.145,3,Other,0,1,0,1,0,0,,,,,7,1,3,0.0435,15.94,14.49,0.0,5.8,5.8,1.45,10.14,10.14,8.7,2.9,4.35,7.25,4.35,4.35,8.7,0,2,0,0,1,0,0,0,0,0,0,0,I have transferred to EE from Virgin and the sale said the transfer fees would be covered as part of the package even if in contract. I received an email to this effect. No amount was mentioned just that it would be covered. However Virgin have now billed me £613. How do I get this paid and settle the transfer fee with Virgin.,TelcoQA
47,10,10,1.0,0.9,3.7,0,Other,0,0,0,0,0,0,,,,,3,0,0,0.0,30.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,"hello

i want to get access my hub manger logon",TelcoQA
676,120,94,0.7833,0.6833,4.417,5,Other,1,1,1,1,1,0,,,,,8,1,11,0.0769,13.29,16.08,5.59,6.99,2.8,3.5,8.39,7.69,6.29,4.2,4.2,11.19,5.59,3.5,3.5,2,1,1,0,0,0,0,0,0,0,3,3,"Soooo, currently wasted around 3 hours both on the phone and via the pointless app chat trying to get Hybid Connect up and running.

First device doesn't work (Flashing RED on 4G).

Promised a new one, not been sent. Yet another complaint raised, why I don't know as they shut them with no reason anyway.

I've seen others on here go through at least 3 if these devices before they got one working.

This push across to EE has been quite frankly awful. Hours and hours spent trying to get a service.

If you are currently BT, do yourself a favour, either stay where you are or consider a different provider.

Here's to another few hours battling away for a reasonable service.",TelcoQA
431,80,62,0.775,0.65,4.288,1,Other,1,0,1,0,0,0,,,,,6,0,1,0.0116,22.09,11.63,5.81,2.33,1.16,0.0,10.47,8.14,13.95,4.65,2.33,6.98,2.33,3.49,0.0,0,0,0,1,0,0,0,0,0,0,0,0,"Hello,

I left my job at EE in April of this year and am yet to hear anything from the company regarding my current colleague products and when these will switch to a standard plan. How can I find more information on this please? I called customer service and they advised me they couldn’t transfer me to the colleague product team, but also couldn’t provide me with a direct phone number.

any advice on next steps please?

thanks",TelcoQA
787,158,100,0.6329,0.5633,3.848,3,Other,1,1,1,1,0,0,,,,,7,1,4,0.0221,13.26,14.92,5.52,6.63,0.55,1.1,7.73,4.97,12.15,2.76,3.87,9.39,6.63,4.97,1.1,0,0,1,3,0,0,0,0,0,0,0,0,"Had a message saying contract was due to finish less than 2 weeks before it was due to. Not the best. Anyway, went online to see what deals EE had and all I could get was ""WE ARE MAKING SOME CHANGES"" and could not get details of any deals. Worse thing was, I tried for 4 days in a row and it was exactly the same. How am I supposed to renew with this poor customer support? Maybe I will go elsewhere. Even when I log into my account it says site under maintenance so I cant even view bills etc, etc. This has been going on for days. How long does it take to do maintenance to a site? I am sure this is on purpose so that my contract will expire and it then reverts to a much dearer product automatically. Try to check my broadband speed and says cant do it. Whats going on? Very poor CR.",TelcoQA
42,9,9,1.0,0.7778,3.778,0,Other,0,0,0,0,0,0,,,,,4,0,1,0.1111,22.22,22.22,0.0,0.0,11.11,0.0,11.11,0.0,22.22,0.0,0.0,0.0,11.11,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,I want to manage my parent control on WiFi,TelcoQA
